BJDTDB,FLUX,E_FLUX,BANDPASS
2459433.932422,0.99907,0.00117,r
2459433.932677,1.00178,0.00117,r
2459433.932944,1.00185,0.00117,r
2459433.933199,0.99846,0.00117,r
2459433.933454,1.00124,0.00117,r
2459433.933721,1.0008,0.00117,r
2459433.933988,1.0013,0.00117,r
2459433.934243,0.99951,0.00117,r
2459433.934498,1.0012,0.00117,r
2459433.934765,1.00159,0.00117,r
2459433.93502,0.99764,0.00117,r
2459433.935275,1.00162,0.00118,r
2459433.935796,1.00119,0.00117,r
2459433.936052,0.99917,0.00117,r
2459433.936318,1.00187,0.00117,r
2459433.936573,0.99993,0.00117,r
2459433.93684,1.00099,0.00117,r
2459433.937095,1.00087,0.00117,r
2459433.93735,1.00084,0.00117,r
2459433.937616,1.00162,0.00117,r
2459433.937871,0.9998,0.00117,r
2459433.938126,1.0009,0.00117,r
2459433.938381,1.00083,0.00117,r
2459433.938648,1.00067,0.00117,r
2459433.938903,1.00002,0.00117,r
2459433.939158,0.99943,0.00117,r
2459433.939425,1.00089,0.00117,r
2459433.93968,1.00013,0.00117,r
2459433.939935,0.99875,0.00117,r
2459433.940202,1.00006,0.00117,r
2459433.940457,0.9998,0.00117,r
2459433.940712,0.99747,0.00117,r
2459433.940978,1.00179,0.00118,r
2459433.941233,0.99926,0.00117,r
2459433.9415,1.00301,0.00118,r
2459433.941755,1.00071,0.00118,r
2459433.94201,1.00063,0.00117,r
2459433.942266,1.00171,0.00117,r
2459433.942532,1.00002,0.00117,r
2459433.942787,1.00103,0.00117,r
2459433.943054,1.00104,0.00117,r
2459433.943309,1.00152,0.00117,r
2459433.943575,0.99936,0.00117,r
2459433.943831,1.0018,0.00118,r
2459433.944086,1.00147,0.00118,r
2459433.944352,1.00108,0.00117,r
2459433.944607,1.00034,0.00117,r
2459433.944874,1.00234,0.00118,r
2459433.945129,1.00066,0.00117,r
2459433.945395,1.00181,0.00118,r
2459433.945651,0.99948,0.00118,r
2459433.945906,0.99958,0.00118,r
2459433.946172,1.00201,0.00118,r
2459433.946427,0.9991,0.00118,r
2459433.946682,0.99895,0.00118,r
2459433.946949,1.00302,0.00118,r
2459433.947204,1.00171,0.00118,r
2459433.947471,1.00287,0.00119,r
2459433.947726,1.0023,0.00118,r
2459433.947992,1.00098,0.00118,r
2459433.948246,1.00259,0.00118,r
2459433.948501,1.00186,0.00118,r
2459433.948768,1.00115,0.00118,r
2459433.949023,1.00027,0.00118,r
2459433.949278,1.00023,0.00118,r
2459433.949545,1.00247,0.00118,r
2459433.9498,1.00345,0.00119,r
2459433.950055,1.00201,0.00119,r
2459433.95031,1.00014,0.00118,r
2459433.950576,1.00379,0.00118,r
2459433.950843,1.00297,0.00118,r
2459433.951098,1.00219,0.00119,r
2459433.951353,1.00367,0.00119,r
2459433.95162,1.00326,0.00118,r
2459433.951875,1.00375,0.00119,r
2459433.95213,1.00171,0.00119,r
2459433.952396,1.00211,0.00119,r
2459433.952651,1.00319,0.00119,r
2459433.952906,1.0034,0.0012,r
2459433.953173,0.99956,0.00119,r
2459433.953428,1.00365,0.00119,r
2459433.953683,1.00058,0.00119,r
2459433.953949,1.00224,0.00119,r
2459433.954204,1.0032,0.00119,r
2459433.95446,1.00261,0.00119,r
2459433.954727,1.00157,0.00119,r
2459433.954982,1.00102,0.00119,r
2459433.955237,1.00255,0.0012,r
2459433.955504,1.00136,0.00119,r
2459433.955759,1.00293,0.00119,r
2459433.956015,1.00103,0.00119,r
2459433.956281,1.00204,0.00119,r
2459433.956537,1.0022,0.00119,r
2459433.956792,1.00035,0.00119,r
2459433.957059,1.00216,0.00119,r
2459433.957314,1.00306,0.00119,r
2459433.957569,0.99988,0.00119,r
2459433.957848,1.00267,0.0012,r
2459433.958103,1.00334,0.0012,r
2459433.958358,1.00218,0.0012,r
2459433.958614,0.99969,0.0012,r
2459433.958881,1.00043,0.0012,r
2459433.959136,1.00062,0.00119,r
2459433.959403,1.00229,0.0012,r
2459433.959658,1.00242,0.0012,r
2459433.959914,1.00302,0.0012,r
2459433.96018,1.00201,0.0012,r
2459433.960436,1.00089,0.0012,r
2459433.960691,1.00318,0.0012,r
2459433.960958,1.0011,0.0012,r
2459433.961213,1.00319,0.0012,r
2459433.961469,1.00114,0.0012,r
2459433.961724,1.00299,0.0012,r
2459433.96199,1.00273,0.0012,r
2459433.962245,1.00089,0.0012,r
2459433.9625,1.0015,0.0012,r
2459433.962767,1.00301,0.0012,r
2459433.963022,1.00353,0.0012,r
2459433.963277,1.00002,0.0012,r
2459433.963544,1.00166,0.0012,r
2459433.963799,1.00263,0.00121,r
2459433.964066,1.0004,0.0012,r
2459433.964321,1.00067,0.0012,r
2459433.964576,1.00106,0.0012,r
2459433.964843,1.00346,0.00121,r
2459433.965121,1.00161,0.0012,r
2459433.965376,1.00086,0.0012,r
2459433.965643,1.00308,0.0012,r
2459433.965898,1.00089,0.0012,r
2459433.966153,1.00173,0.00121,r
2459433.966419,1.00304,0.00121,r
2459433.966675,1.00169,0.00121,r
2459433.96693,1.00231,0.00121,r
2459433.967186,0.99989,0.00121,r
2459433.967452,0.99874,0.00121,r
2459433.967707,1.00056,0.00121,r
2459433.967974,1.00562,0.00121,r
2459433.968229,1.00176,0.00121,r
2459433.968484,1.0025,0.00121,r
2459433.968751,1.00273,0.00121,r
2459433.969006,1.0022,0.00121,r
2459433.969272,1.00266,0.00122,r
2459433.969527,1.00079,0.00121,r
2459433.969782,1.00012,0.00122,r
2459433.970304,1.0019,0.00122,r
2459433.97057,1.00392,0.00122,r
2459433.970826,1.00265,0.00122,r
2459433.971081,1.00261,0.00122,r
2459433.971347,1.00401,0.00122,r
2459433.971602,0.99973,0.00122,r
2459433.972124,1.00187,0.00122,r
2459433.972379,1.00225,0.00122,r
2459433.972645,1.00138,0.00122,r
2459433.972901,1.00292,0.00122,r
2459433.973422,1.00189,0.00122,r
2459433.973677,1.00186,0.00123,r
2459433.973932,1.0023,0.00122,r
2459433.974199,1.00233,0.00122,r
2459433.974454,1.00365,0.00122,r
2459433.97472,1.00274,0.00122,r
2459433.974976,1.00238,0.00122,r
2459433.975231,1.00306,0.00122,r
2459433.975486,1.00114,0.00122,r
2459433.975764,1.00207,0.00123,r
2459433.97602,1.00112,0.00122,r
2459433.976287,1.0017,0.00123,r
2459433.976542,1.00503,0.00123,r
2459433.976809,1.00432,0.00123,r
2459433.977064,1.00224,0.00123,r
2459433.977319,1.00172,0.00123,r
2459433.977586,1.00435,0.00123,r
2459433.977841,1.00093,0.00123,r
2459433.978097,1.00168,0.00123,r
2459433.978363,1.00458,0.00124,r
2459433.978619,1.00525,0.00124,r
2459433.978874,1.00242,0.00123,r
2459433.979141,1.0032,0.00124,r
2459433.979396,1.0024,0.00123,r
2459433.979651,1.00177,0.00123,r
2459433.979918,1.00238,0.00124,r
2459433.980173,1.00311,0.00124,r
2459433.980428,0.99858,0.00123,r
2459433.980694,1.00187,0.00124,r
2459433.980949,1.00329,0.00124,r
2459433.981204,1.0001,0.00124,r
2459433.981471,1.00106,0.00124,r
2459433.981726,1.00482,0.00124,r
2459433.981981,1.00078,0.00124,r
2459433.982248,1.00608,0.00124,r
2459433.982503,1.00378,0.00124,r
2459433.982758,1.00098,0.00124,r
2459433.983025,1.00014,0.00124,r
2459433.98328,1.00242,0.00124,r
2459433.983535,1.00271,0.00124,r
2459433.983801,1.00225,0.00125,r
2459433.984056,1.00175,0.00124,r
2459433.984311,1.00516,0.00125,r
2459433.984578,1.00414,0.00125,r
2459433.984833,1.00398,0.00125,r
2459433.985088,1.00478,0.00125,r
2459433.985355,1.00135,0.00125,r
2459433.98561,1.00212,0.00125,r
2459433.985876,1.00423,0.00125,r
2459433.986131,1.00367,0.00125,r
2459433.986387,1.00194,0.00125,r
2459433.986653,1.00107,0.00125,r
2459433.986908,1.00086,0.00126,r
2459433.987163,1.00333,0.00126,r
2459433.98743,1.00272,0.00126,r
2459433.987685,1.00231,0.00126,r
2459433.987952,1.0038,0.00126,r
2459433.988207,1.0039,0.00126,r
2459433.988462,1.00152,0.00126,r
2459433.988728,1.00307,0.00126,r
2459433.988983,1.00323,0.00126,r
2459433.989238,1.00425,0.00126,r
2459433.989505,1.00739,0.00127,r
2459433.989761,1.00435,0.00127,r
2459433.990016,1.00164,0.00126,r
2459433.990271,1.00355,0.00126,r
2459433.990538,1.00588,0.00127,r
2459433.990816,1.00203,0.00127,r
2459433.991072,1.0029,0.00127,r
2459433.991327,1.00525,0.00127,r
2459433.991594,1.00545,0.00127,r
2459433.991849,1.0049,0.00127,r
2459433.992104,1.00812,0.00127,r
2459433.992371,1.0068,0.00127,r
2459433.992627,1.00256,0.00127,r
2459433.992882,1.00624,0.00127,r
2459433.993149,1.00659,0.00128,r
2459433.993404,1.00303,0.00127,r
2459433.99366,1.00672,0.00128,r
2459433.993938,1.00505,0.00128,r
2459433.994205,1.00369,0.00128,r
2459433.99446,1.00701,0.00128,r
2459433.994715,1.005,0.00128,r
2459433.994982,1.00679,0.00128,r
2459433.995238,1.00622,0.00128,r
2459433.995493,1.00738,0.00129,r
2459433.995748,1.00553,0.00129,r
2459433.996015,1.00621,0.00129,r
2459433.99627,1.00704,0.00129,r
2459433.996537,1.00343,0.00129,r
2459433.996792,1.00526,0.00129,r
2459433.997048,1.00397,0.00129,r
2459433.997303,1.00497,0.00129,r
2459433.99757,1.00545,0.00129,r
2459433.997825,1.00212,0.00129,r
2459433.99808,1.00503,0.00129,r
2459433.998347,1.0074,0.0013,r
2459433.998603,1.00775,0.0013,r
2459433.99887,1.00734,0.0013,r
2459433.999148,1.00441,0.0013,r
2459433.999403,1.00611,0.0013,r
2459433.99967,1.00375,0.0013,r
2459433.999925,1.00741,0.0013,r
2459434.000181,1.00616,0.0013,r
2459434.000447,1.00524,0.0013,r
2459434.000702,1.00732,0.00131,r
2459434.000957,1.00496,0.00131,r
2459434.001224,1.00593,0.00131,r
2459434.001479,1.00645,0.00131,r
2459434.001734,1.00361,0.00131,r
2459434.002001,1.00699,0.00131,r
2459434.002256,1.00679,0.00131,r
2459434.002511,1.00361,0.00131,r
2459434.002778,1.00473,0.00131,r
2459434.003033,1.00605,0.00131,r
2459434.003288,1.00459,0.00131,r
2459434.003566,1.00687,0.00132,r
2459434.003833,1.00458,0.00132,r
2459434.004088,1.00815,0.00132,r
2459434.004343,1.00551,0.00132,r
2459434.004609,1.00561,0.00132,r
2459434.004864,1.0075,0.00133,r
2459434.005119,1.00507,0.00132,r
2459434.005386,1.00465,0.00133,r
2459434.005641,1.00365,0.00133,r
2459434.005896,1.00779,0.00133,r
2459434.006163,1.00581,0.00133,r
2459434.006418,1.00531,0.00133,r
2459434.006684,1.003,0.00133,r
2459434.006939,1.00641,0.00134,r
2459434.007194,1.00797,0.00134,r
2459434.007461,1.00602,0.00134,r
2459434.007716,1.00611,0.00135,r
2459434.007971,1.00636,0.00134,r
2459434.008238,1.00616,0.00134,r
2459434.008493,1.00717,0.00135,r
2459434.008748,1.00769,0.00135,r
2459434.009014,1.00646,0.00135,r
2459434.009269,1.00866,0.00135,r
2459434.009524,1.00646,0.00135,r
2459434.009791,1.00722,0.00135,r
2459434.010046,1.00471,0.00135,r
2459434.010301,1.00978,0.00136,r
2459434.010568,1.00464,0.00136,r
2459434.010823,1.00668,0.00136,r
2459434.011078,1.00642,0.00136,r
2459434.011344,1.00832,0.00136,r
2459434.0116,1.00447,0.00136,r
2459434.011855,1.004,0.00136,r
2459434.012133,1.00522,0.00137,r
2459434.012389,1.00661,0.00137,r
2459434.012656,1.00817,0.00137,r
2459434.012911,1.00668,0.00137,r
2459434.013166,1.00827,0.00138,r
2459433.829117,0.99611,0.00116,i
2459433.82947,0.99676,0.00117,i
2459433.829816,0.99801,0.00116,i
2459433.830169,0.99739,0.00116,i
2459433.830522,0.99694,0.00116,i
2459433.830874,0.99747,0.00116,i
2459433.831228,0.99742,0.00116,i
2459433.83158,0.99735,0.00116,i
2459433.831932,1.00025,0.00116,i
2459433.832285,0.99732,0.00116,i
2459433.832638,0.99828,0.00116,i
2459433.83299,0.99935,0.00116,i
2459433.833346,0.99894,0.00116,i
2459433.833698,0.99657,0.00116,i
2459433.834045,0.99889,0.00116,i
2459433.834398,0.99861,0.00117,i
2459433.83475,0.99808,0.00117,i
2459433.835104,0.99809,0.00116,i
2459433.835458,0.99659,0.00116,i
2459433.835809,0.99913,0.00116,i
2459433.836157,0.99753,0.00116,i
2459433.83651,0.99818,0.00116,i
2459433.836863,0.9971,0.00116,i
2459433.837215,1.00132,0.00116,i
2459433.837574,0.99855,0.00116,i
2459433.837927,0.99784,0.00116,i
2459433.838279,0.99907,0.00116,i
2459433.838631,0.99896,0.00116,i
2459433.838984,0.99807,0.00116,i
2459433.839337,0.99767,0.00116,i
2459433.839688,0.99909,0.00116,i
2459433.84004,0.9975,0.00116,i
2459433.840393,0.99823,0.00116,i
2459433.840745,0.99853,0.00116,i
2459433.841097,0.99872,0.00117,i
2459433.841449,0.9963,0.00117,i
2459433.841801,0.99786,0.00117,i
2459433.842153,0.99881,0.00117,i
2459433.842505,0.99909,0.00117,i
2459433.842865,0.99721,0.00117,i
2459433.843216,0.99774,0.00117,i
2459433.843567,0.99972,0.00117,i
2459433.843918,0.99753,0.00117,i
2459433.84427,0.99897,0.00117,i
2459433.844628,0.99734,0.00117,i
2459433.844979,0.99735,0.00117,i
2459433.84533,0.99677,0.00117,i
2459433.845704,0.99676,0.00117,i
2459433.846055,0.99788,0.00117,i
2459433.846407,1.00014,0.00117,i
2459433.846758,0.99883,0.00117,i
2459433.847109,0.99793,0.00117,i
2459433.847463,0.99921,0.00117,i
2459433.847816,0.99715,0.00117,i
2459433.848168,0.99858,0.00117,i
2459433.84852,0.99834,0.00117,i
2459433.848872,1.00053,0.00118,i
2459433.849225,0.99869,0.00117,i
2459433.849577,0.99849,0.00117,i
2459433.849936,0.99579,0.00117,i
2459433.850288,0.99835,0.00118,i
2459433.850641,0.99877,0.00117,i
2459433.850993,0.99935,0.00117,i
2459433.851345,0.99795,0.00117,i
2459433.851704,0.99823,0.00118,i
2459433.852056,0.99923,0.00118,i
2459433.852408,1.00073,0.00118,i
2459433.85276,0.99668,0.00117,i
2459433.853112,1.00175,0.00117,i
2459433.853464,0.99779,0.00117,i
2459433.853815,0.99959,0.00117,i
2459433.854167,1.00119,0.00117,i
2459433.854526,0.99952,0.00117,i
2459433.854878,0.99919,0.00117,i
2459433.855236,0.99803,0.00117,i
2459433.855588,0.99989,0.00117,i
2459433.856291,0.99976,0.00118,i
2459433.856643,0.99805,0.00117,i
2459433.856995,0.99879,0.00118,i
2459433.857348,0.99845,0.00118,i
2459433.85805,0.99762,0.00118,i
2459433.858409,0.9998,0.00118,i
2459433.85876,0.99721,0.00118,i
2459433.859112,0.9983,0.00118,i
2459433.859464,0.99826,0.00117,i
2459433.859815,1.00038,0.00118,i
2459433.860166,0.99939,0.00118,i
2459433.860518,0.99776,0.00117,i
2459433.86087,0.99809,0.00117,i
2459433.861229,0.99955,0.00118,i
2459433.86158,0.99752,0.00118,i
2459433.861932,0.99608,0.00117,i
2459433.862284,1.00053,0.00118,i
2459433.862986,1.00038,0.00118,i
2459433.865103,0.99791,0.00118,i
2459433.865498,1.00035,0.00118,i
2459433.865849,0.99975,0.00118,i
2459433.8662,0.99924,0.00118,i
2459433.866551,0.99758,0.00118,i
2459433.86691,0.99765,0.00118,i
2459433.867261,1.00005,0.00118,i
2459433.867613,0.99888,0.00118,i
2459433.867964,1.00022,0.00118,i
2459433.868318,0.99789,0.00118,i
2459433.868669,1.00116,0.00118,i
2459433.869021,0.99902,0.00118,i
2459433.869373,1.00039,0.00118,i
2459433.869725,1.00147,0.00118,i
2459433.870076,0.99903,0.00118,i
2459433.870434,1.0012,0.00118,i
2459433.870786,1.0015,0.00118,i
2459433.871138,1.00073,0.00118,i
2459433.871489,0.99916,0.00118,i
2459433.871841,0.99978,0.00117,i
2459433.872199,1.00228,0.00118,i
2459433.872551,0.99883,0.00118,i
2459433.872902,0.99822,0.00117,i
2459433.873253,0.99979,0.00117,i
2459433.873605,1.0,0.00117,i
2459433.873963,0.99918,0.00117,i
2459433.874313,1.00231,0.00118,i
2459433.874664,1.00086,0.00117,i
2459433.875018,1.00031,0.00117,i
2459433.87537,0.99992,0.00117,i
2459433.875729,1.0008,0.00117,i
2459433.876081,0.9994,0.00117,i
2459433.876432,1.00145,0.00118,i
2459433.876791,1.00128,0.00118,i
2459433.877135,0.99993,0.00117,i
2459433.877494,1.00045,0.00117,i
2459433.877845,1.00052,0.00118,i
2459433.878196,0.99834,0.00117,i
2459433.878547,1.00103,0.00118,i
2459433.878898,1.00022,0.00118,i
2459433.879256,0.99743,0.00117,i
2459433.879606,1.00056,0.00118,i
2459433.879958,0.99958,0.00117,i
2459433.880309,0.99967,0.00118,i
2459433.880667,0.99948,0.00118,i
2459433.881018,1.00132,0.00117,i
2459433.88137,0.99731,0.00117,i
2459433.88172,1.00053,0.00117,i
2459433.882078,0.99952,0.00117,i
2459433.882429,0.9986,0.00118,i
2459433.882779,0.99932,0.00118,i
2459433.88313,0.99922,0.00118,i
2459433.883487,0.99981,0.00118,i
2459433.883837,0.99781,0.00118,i
2459433.884187,1.00119,0.00118,i
2459433.884537,1.00119,0.00119,i
2459433.884894,0.99997,0.00119,i
2459433.885245,0.99924,0.00119,i
2459433.885595,0.99865,0.00119,i
2459433.885952,0.99844,0.00118,i
2459433.886302,0.99862,0.00118,i
2459433.88666,1.00033,0.00118,i
2459433.887011,1.00232,0.00118,i
2459433.887367,0.99892,0.00118,i
2459433.887725,1.00086,0.00118,i
2459433.888075,0.99979,0.00118,i
2459433.888432,1.00338,0.00119,i
2459433.888782,1.00082,0.00119,i
2459433.889136,1.00425,0.00119,i
2459433.889486,1.00027,0.00119,i
2459433.889843,0.99916,0.00118,i
2459433.890194,0.99984,0.00119,i
2459433.890545,0.99712,0.00119,i
2459433.890895,0.99857,0.00118,i
2459433.891252,0.99896,0.00119,i
2459433.891603,1.00206,0.00118,i
2459433.891954,1.00026,0.00118,i
2459433.892305,1.00029,0.00118,i
2459433.892663,1.00031,0.00118,i
2459433.893014,0.99989,0.00119,i
2459433.893365,0.99891,0.00118,i
2459433.893722,0.99948,0.00118,i
2459433.894072,0.99732,0.00118,i
2459433.89443,0.99801,0.00118,i
2459433.89478,0.99935,0.00118,i
2459433.89513,0.99771,0.00118,i
2459433.895488,0.99989,0.00118,i
2459433.895838,0.99997,0.00118,i
2459433.896188,0.99774,0.00118,i
2459433.896545,1.00023,0.00118,i
2459433.896895,1.00132,0.00118,i
2459433.897253,1.00151,0.00118,i
2459433.897602,0.99894,0.00118,i
2459433.897953,0.99983,0.00119,i
2459433.898306,0.99979,0.00118,i
2459433.898656,0.99908,0.00118,i
2459433.899013,0.99865,0.00118,i
2459433.899363,0.99971,0.00119,i
2459433.89972,1.00174,0.00119,i
2459433.900069,1.00103,0.00119,i
2459433.900426,0.99963,0.00119,i
2459433.900776,0.99746,0.00119,i
2459433.901127,1.00034,0.00119,i
2459433.901484,0.99969,0.00119,i
2459433.901848,1.00032,0.00119,i
2459433.902198,0.9992,0.00119,i
2459433.902548,0.99989,0.00119,i
2459433.902904,0.99932,0.00119,i
2459433.903255,0.9993,0.00119,i
2459433.903605,1.00063,0.00119,i
2459433.903961,1.0003,0.00119,i
2459433.904312,0.99927,0.00119,i
2459433.904669,0.99969,0.00119,i
2459433.905019,1.00091,0.00119,i
2459433.905368,1.0008,0.00119,i
2459433.905725,1.00252,0.00119,i
2459433.906075,0.99968,0.00118,i
2459433.906425,0.99961,0.00118,i
2459433.906782,1.00053,0.00119,i
2459433.907131,1.00068,0.00119,i
2459433.907488,0.99964,0.0012,i
2459433.907844,1.00023,0.00119,i
2459433.908194,0.99978,0.00119,i
2459433.908544,1.00016,0.00119,i
2459433.9089,1.00052,0.00119,i
2459433.909256,0.99972,0.00119,i
2459433.909606,1.00066,0.00119,i
2459433.909959,0.99808,0.00119,i
2459433.910315,0.9996,0.00119,i
2459433.910665,0.99921,0.00118,i
2459433.911021,0.99803,0.00119,i
2459433.911371,0.9993,0.00118,i
2459433.91172,0.99899,0.00118,i
2459433.912077,0.99864,0.00118,i
2459433.912427,1.00051,0.00118,i
2459433.912784,0.9995,0.00118,i
2459433.913133,0.99975,0.00119,i
2459433.91349,0.99851,0.00119,i
2459433.91384,0.99928,0.00119,i
2459433.914196,0.99879,0.00119,i
2459433.914546,0.99961,0.00119,i
2459433.914895,1.0013,0.00119,i
2459433.915252,0.99952,0.00119,i
2459433.915601,1.00166,0.00119,i
2459433.915957,1.00005,0.00119,i
2459433.916307,1.00068,0.00119,i
2459433.916659,1.00199,0.00119,i
2459433.917015,0.99703,0.00119,i
2459433.917365,0.99986,0.00119,i
2459433.917715,0.99998,0.00119,i
2459433.918072,1.00088,0.00119,i
2459433.918422,0.99787,0.00119,i
2459433.918772,1.00081,0.00119,i
2459433.919129,0.9992,0.00119,i
2459433.919482,1.00075,0.00119,i
2459433.919834,0.9997,0.00119,i
2459433.920186,1.00056,0.00119,i
2459433.920537,0.99836,0.00119,i
2459433.920888,1.0005,0.00119,i
2459433.921246,0.99879,0.00119,i
2459433.921598,1.00089,0.00119,i
2459433.921949,1.00008,0.00119,i
2459433.9223,0.99947,0.00119,i
2459433.922652,0.99865,0.00119,i
2459433.923003,0.99999,0.00119,i
2459433.923361,0.99894,0.00119,i
2459433.923719,0.99981,0.0012,i
2459433.92407,1.00138,0.0012,i
2459433.924421,1.00013,0.00119,i
2459433.924773,1.00193,0.0012,i
2459433.925124,1.00111,0.0012,i
2459433.925476,0.99788,0.0012,i
2459433.925834,0.99702,0.00119,i
2459433.926185,1.00045,0.00119,i
2459433.926535,1.00022,0.0012,i
2459433.926886,1.00038,0.0012,i
2459433.927244,1.00202,0.0012,i
2459433.927594,0.99875,0.00119,i
2459433.927944,0.99991,0.0012,i
2459433.928301,1.00001,0.0012,i
2459433.928659,1.00198,0.0012,i
2459433.929009,0.99779,0.0012,i
2459433.929359,1.0,0.0012,i
2459433.929716,0.99988,0.0012,i
2459433.930067,0.9991,0.0012,i
2459433.930424,0.9985,0.00119,i
2459433.930776,1.00038,0.0012,i
2459433.931125,0.99919,0.0012,i
2459433.931481,1.00041,0.0012,i
2459433.931829,1.00012,0.0012,i
2459433.932185,0.99956,0.0012,i
2459433.932533,1.00138,0.0012,i
2459433.93289,1.00141,0.0012,i
2459433.933239,1.00006,0.0012,i
2459433.933594,0.99832,0.0012,i
2459433.933949,1.00041,0.0012,i
2459433.934299,1.00117,0.0012,i
2459433.934654,1.00025,0.0012,i
2459433.935003,0.99994,0.0012,i
2459433.935359,1.00107,0.00121,i
2459433.935707,1.00113,0.00121,i
2459433.936064,0.99977,0.0012,i
2459433.936412,1.00236,0.0012,i
2459433.936767,1.00152,0.0012,i
2459433.937123,0.99996,0.0012,i
2459433.937474,1.001,0.0012,i
2459433.937823,1.00208,0.0012,i
2459433.938179,1.00123,0.0012,i
2459433.938528,1.00215,0.0012,i
2459433.938884,1.00135,0.0012,i
2459433.939233,1.001,0.0012,i
2459433.939589,1.00321,0.0012,i
2459433.939937,1.00163,0.0012,i
2459433.940295,0.99959,0.0012,i
2459433.940644,1.00165,0.0012,i
2459433.940999,1.00283,0.0012,i
2459433.941347,1.00182,0.0012,i
2459433.941702,1.00156,0.0012,i
2459433.942057,0.99922,0.00121,i
2459433.942405,1.00091,0.0012,i
2459433.94276,0.99971,0.0012,i
2459433.943116,1.00225,0.0012,i
2459433.943464,1.00209,0.0012,i
2459433.943819,1.00166,0.0012,i
2459433.944167,1.00089,0.0012,i
2459433.944522,1.00137,0.0012,i
2459433.944878,0.99803,0.0012,i
2459433.945226,0.99875,0.0012,i
2459433.945581,1.00121,0.0012,i
2459433.945937,1.00012,0.0012,i
2459433.946284,1.00053,0.0012,i
2459433.946639,1.0031,0.0012,i
2459433.946995,1.00162,0.00121,i
2459433.94735,1.00128,0.00121,i
2459433.947698,1.00055,0.0012,i
2459433.948052,1.0012,0.00121,i
2459433.948407,1.00083,0.00121,i
2459433.948754,1.00173,0.00121,i
2459433.949109,1.00166,0.00121,i
2459433.949464,1.00139,0.00121,i
2459433.949812,1.0012,0.00121,i
2459433.950167,1.00397,0.00121,i
2459433.950522,0.9996,0.0012,i
2459433.95087,1.003,0.00121,i
2459433.951225,1.00272,0.00121,i
2459433.951576,1.0014,0.0012,i
2459433.951932,1.00123,0.00121,i
2459433.95228,1.00144,0.00121,i
2459433.952635,1.00247,0.00121,i
2459433.95299,1.00372,0.00122,i
2459433.953338,1.00185,0.00121,i
2459433.953693,1.0006,0.00121,i
2459433.954048,1.00334,0.00122,i
2459433.954396,1.00111,0.00121,i
2459433.954757,1.00249,0.00121,i
2459433.955105,1.00341,0.00121,i
2459433.95546,0.99972,0.00121,i
2459433.955815,1.00221,0.00121,i
2459433.956163,1.0017,0.00121,i
2459433.956518,0.99988,0.00121,i
2459433.956872,1.0041,0.00121,i
2459433.95722,1.00114,0.00121,i
2459433.957574,0.99948,0.00121,i
2459433.957929,0.99952,0.00121,i
2459433.958279,1.00341,0.00121,i
2459433.958635,1.00061,0.00121,i
2459433.958983,0.99849,0.00121,i
2459433.959338,1.00135,0.00121,i
2459433.959687,1.00053,0.00121,i
2459433.960043,1.00231,0.00122,i
2459433.960397,0.99779,0.00122,i
2459433.960746,1.00152,0.00122,i
2459433.961098,0.99934,0.00122,i
2459433.961456,1.00098,0.00122,i
2459433.961807,1.00253,0.00122,i
2459433.962158,1.00162,0.00122,i
2459433.962515,1.00179,0.00122,i
2459433.962866,1.00077,0.00122,i
2459433.963223,1.00097,0.00122,i
2459433.963575,1.00165,0.00122,i
2459433.963925,1.00399,0.00122,i
2459433.964275,1.00075,0.00122,i
2459433.964633,1.0025,0.00122,i
2459433.964984,1.00009,0.00122,i
2459433.965335,1.00071,0.00122,i
2459433.965686,1.00195,0.00122,i
2459433.966044,1.00301,0.00122,i
2459433.966395,1.00296,0.00122,i
2459433.966745,1.00201,0.00122,i
2459433.967095,0.9992,0.00122,i
2459433.967453,1.0018,0.00122,i
2459433.967804,1.00459,0.00123,i
2459433.968153,1.0014,0.00122,i
2459433.96851,1.00093,0.00122,i
2459433.968861,1.00274,0.00123,i
2459433.969215,1.00046,0.00123,i
2459433.969569,1.00136,0.00123,i
2459433.969923,1.0038,0.00124,i
2459433.97027,1.00189,0.00123,i
2459433.970625,1.00304,0.00123,i
2459433.970979,1.00234,0.00123,i
2459433.971333,1.00275,0.00123,i
2459433.971687,1.00241,0.00123,i
2459433.972034,1.00008,0.00123,i
2459433.97239,1.00248,0.00123,i
2459433.972744,1.00317,0.00124,i
2459433.973091,1.00386,0.00124,i
2459433.973445,1.00296,0.00123,i
2459433.9738,1.00125,0.00123,i
2459433.974154,1.00058,0.00123,i
2459433.974508,1.00406,0.00123,i
2459433.974855,1.00183,0.00123,i
2459433.97521,1.00103,0.00123,i
2459433.975564,1.00384,0.00123,i
2459433.975918,1.00036,0.00123,i
2459433.976266,1.00246,0.00123,i
2459433.97662,1.00363,0.00123,i
2459433.976981,1.00224,0.00123,i
2459433.977328,1.00165,0.00123,i
2459433.977682,1.0032,0.00124,i
2459433.978036,1.00137,0.00124,i
2459433.97839,1.00299,0.00124,i
2459433.978744,1.00572,0.00124,i
2459433.979094,1.00327,0.00124,i
2459433.979448,1.00272,0.00124,i
2459433.979795,1.00216,0.00124,i
2459433.98015,1.00577,0.00124,i
2459433.980505,1.00099,0.00124,i
2459433.980859,1.00134,0.00124,i
2459433.981213,1.00264,0.00124,i
2459433.981561,1.00025,0.00124,i
2459433.981917,1.00264,0.00124,i
2459433.982271,1.00496,0.00124,i
